Title,Location,Company
Machine Learning Engineer,"Montréal, QC",Boast.AI
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Hamilton, ON",Hifyre
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Head of Data Analytics,"Toronto, ON",VersaPay
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Head of Data Analytics,"Toronto, ON",VersaPay
Data Scientist,"Kingston, ON",DocuPet
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Scientist,"Kingston, ON",DocuPet
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Hamilton, ON",Hifyre
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Head of Data Analytics,"Toronto, ON",VersaPay
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Scientist,"Kingston, ON",DocuPet
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Hamilton, ON",Hifyre
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Head of Data Analytics,"Toronto, ON",VersaPay
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Head of Data Analytics,"Toronto, ON",VersaPay
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Data Scientist,"Kingston, ON",DocuPet
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Hamilton, ON",Hifyre
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Montréal, QC",Boast.AI
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Scientist,"Kingston, ON",DocuPet
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Scientist - Marketing,"Montréal, QC",MegaZebra GmbH
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Data Scientist,"Kingston, ON",DocuPet
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Head of Data Analytics,"Toronto, ON",VersaPay
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Specialist, Web Analytics","Montréal, QC",SSENSE
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst,"Hamilton, ON",Hifyre
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Head of Data Analytics,"Toronto, ON",VersaPay
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Specialist, Web Analytics","Montréal, QC",SSENSE
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Scientist,"Ottawa, ON",Larus Technologies
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Montréal, QC",Boast.AI
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Head of Data Analytics,"Toronto, ON",VersaPay
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Head of Data Analytics,"Toronto, ON",VersaPay
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Development Manager, Reporting and Analytics","Toronto, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Toronto, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Scientist,"Ottawa, ON",Larus Technologies
Head of Data Analytics,"Toronto, ON",VersaPay
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Mississauga, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Hamilton, ON",Hifyre
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst,"Hamilton, ON",Hifyre
